10,1949,1712.90322581
11,1949,1618.36666667
12,1949,1612.25806452
1,1950,2174.19354839
2,1950,2594.64285714
3,1950,2619.67741935
4,1950,3842.0
5,1950,4698.06451613
6,1950,3704.66666667
7,1950,2087.58064516
8,1950,1427.12903226
9,1950,1714.2
10,1950,2387.74193548
11,1950,2524.0
12,1950,2708.38709677
1,1951,2669.35483871
2,1951,3506.78571429
3,1951,3061.93548387
4,1951,3809.33333333
5,1951,3954.51612903
6,1951,1673.36666667
7,1951,914.64516129
8,1951,1454.74193548
9,1951,1438.63333333
10,1951,1935.80645161
11,1951,2082.66666667
12,1951,2163.87096774
1,1952,2422.58064516
2,1952,2406.89655172
3,1952,2603.87096774
4,1952,5696.66666667
5,1952,4868.70967742
6,1952,2033.3
7,1952,945.193548387
8,1952,1012.25806452
9,1952,1203.33333333
10,1952,1477.64516129
11,1952,1768.33333333
12,1952,1975.48387097
1,1953,2242.25806452
2,1953,2034.64285714
3,1953,1898.38709677
4,1953,2125.0
5,1953,1706.22580645
6,1953,1990.46666667
7,1953,177.677419355
8,1953,257.935483871
9,1953,254.033333333
10,1953,710.612903226
11,1953,1128.23333333
12,1953,1123.74193548
1,1954,1190.80645161
2,1954,1305.17857143
3,1954,1508.38709677
4,1954,1750.4
5,1954,504.741935484
6,1954,355.233333333
7,1954,122.64516129
8,1954,113.322580645
9,1954,344.733333333
10,1954,715.774193548
11,1954,928.833333333
12,1954,902.903225806
1,1955,1040.32258065
2,1955,1024.64285714
3,1955,1567.74193548
4,1955,2146.33333333
5,1955,1593.35483871
6,1955,938.933333333
7,1955,118.35483871
8,1955,168.774193548
9,1955,277.133333333
10,1955,745.193548387
11,1955,1149.0
12,1955,1806.74193548
1,1956,2122.25806452
2,1956,1382.75862069
3,1956,2024.83870968
4,1956,2783.0
5,1956,2642.58064516
6,1956,751.566666667
7,1956,125.064516129
8,1956,227.741935484
9,1956,254.533333333
10,1956,761.419354839
11,1956,1088.13333333
12,1956,1252.19354839
1,1957,1217.74193548
2,1957,1635.71428571
3,1957,2031.61290323
4,1957,2226.66666667
5,1957,3599.67741935
6,1957,2436.16666667
7,1957,215.741935484
8,1957,481.709677419
9,1957,719.5
10,1963,635.548387097
11,1963,1248.56666667
12,1963,951.548387097
1,1964,998.387096774
2,1964,1065.51724138
3,1964,1158.06451613
4,1964,3050.33333333
5,1964,2978.38709677
6,1964,3015.33333333
7,1964,226.677419355
8,1964,79.6129032258
9,1964,125.233333333
10,1964,601.35483871
11,1964,1000.1
12,1964,1788.09677419
1,1965,1715.5483871
2,1965,2131.07142857
3,1965,1468.87096774
4,1965,2690.0
5,1965,2692.90322581
6,1965,2064.33333333
7,1965,653.35483871
8,1965,1120.41935484
9,1965,1751.0
10,1965,2053.22580645
11,1965,2445.33333333
12,1965,2363.5483871
1,1966,2437.41935484
2,1966,2418.21428571
3,1966,2917.09677419
4,1966,2666.66666667
5,1966,1413.93548387
6,1966,120.866666667
7,1966,112.258064516
8,1966,88.7096774194
9,1966,144.1
10,1966,489.64516129
11,1966,815.733333333
12,1966,983.225806452
1,1967,1060.64516129
2,1967,1117.5
3,1967,1585.22580645
4,1967,2240.0
5,1967,2953.5483871
6,1967,3458.66666667
7,1967,796.741935484
8,1967,872.483870968
9,1967,1123.53333333
10,1967,1737.19354839
11,1967,2024.0
12,1967,1881.93548387
1,1968,1904.83870968
2,1968,1623.10344828
3,1968,2389.67741935
4,1968,2013.33333333
5,1968,1035.0
6,1968,1807.16666667
7,1968,113.161290323
8,1968,677.032258065
9,1968,325.166666667
10,1968,1141.64516129
11,1968,1871.5
12,1968,1846.12903226
1,1969,2604.19354839
2,1969,2114.28571429
3,1969,2808.38709677
4,1969,4259.0
5,1969,2041.64516129
6,1969,716.933333333
7,1969,439.225806452
8,1969,125.419354839
9,1969,231.766666667
10,1969,1006.5483871
11,1969,1422.46666667
12,1969,1649.35483871
1,1970,1968.70967742
2,1970,1519.64285714
3,1970,1368.19354839
4,1970,1340.0
5,1970,2038.74193548
6,1970,1615.1
7,1970,108.129032258
8,1970,101.903225806
9,1970,404.333333333
10,1970,1114.09677419
11,1970,1173.0
12,1970,1969.35483871
1,1971,2681.61290323
2,1971,2720.71428571
3,1971,2902.58064516
4,1971,4301.33333333
5,1971,5443.5483871
6,1971,6092.33333333
7,1971,2477.74193548
8,1971,1166.80645161
9,1971,2294.33333333
10,1971,2872.25806452
11,1971,2902.66666667
12,1971,2959.67741935
1,1972,3220.64516129
2,1972,2888.96551724
3,1972,3678.70967742
